"LANGUAGE","NAME","VERSION","LICENSES","COPYRIGHTS","URL"
"nodejs","@ckeditor/ckeditor5-image","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-image"
"nodejs","@ckeditor/ckeditor5-indent","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-indent"
"nodejs","@ckeditor/ckeditor5-link","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-link"
"nodejs","@ckeditor/ckeditor5-list","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-list"
"nodejs","@ckeditor/ckeditor5-media-embed","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-media-embed"
"nodejs","@ckeditor/ckeditor5-paragraph","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-paragraph"
"nodejs","@ckeditor/ckeditor5-paste-from-office","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-paste-from-office"
"nodejs","@ckeditor/ckeditor5-select-all","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-select-all"
"nodejs","@ckeditor/ckeditor5-table","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-table"
"nodejs","@ckeditor/ckeditor5-typing","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-typing"
"nodejs","@ckeditor/ckeditor5-ui","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-ui"
"nodejs","@ckeditor/ckeditor5-undo","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-undo"
"nodejs","@ckeditor/ckeditor5-upload","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-upload"
"nodejs","@ckeditor/ckeditor5-utils","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-utils"
"nodejs","@ckeditor/ckeditor5-watchdog","23.1.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-watchdog"
"nodejs","@ckeditor/ckeditor5-widget","25.0.0","GPL-2.0-or-later","Copyright (c) 2003–2023, [CKSource Holding sp. z o.o.](https://cksource.com) All rights reserved.","https://www.npmjs.com/package/%40ckeditor%2Fckeditor5-widget"
"nodejs","@formio/angular","5.1.1","MIT","Copyright (c) 2017 Form.io","https://www.npmjs.com/package/%40formio%2Fangular"
"nodejs","@formio/bootstrap3","2.12.3","MIT","Copyright (c) 2020 Form.io","https://www.npmjs.com/package/%40formio%2Fbootstrap3"
"nodejs","@formio/choices.js","9.0.1","MIT","Copyright (c) 2016 Josh Johnson","https://www.npmjs.com/package/%40formio%2Fchoices.js"
"nodejs","@formio/semantic","2.6.1","MIT","Copyright (c) 2020 Form.io","https://www.npmjs.com/package/%40formio%2Fsemantic"
"nodejs","@formio/vanilla-text-mask","5.1.1","Unlicense","","https://www.npmjs.com/package/%40formio%2Fvanilla-text-mask"
"nodejs","@fortawesome/angular-fontawesome","0.6.1","MIT","Copyright (c) 2018 Fonticons, Inc. and contributors","https://www.npmjs.com/package/%40fortawesome%2Fangular-fontawesome"
"nodejs","@fortawesome/fontawesome-common-types","0.2.32","MIT","Copyright (c) 2023 Fonticons, Inc. (https://fontawesome.com)with Reserved Font Name: Font Awesome.","https://www.npmjs.com/package/%40fortawesome%2Ffontawesome-common-types"
"nodejs","@fortawesome/fontawesome-free","5.13.0","MIT","Copyright (c) 2023 Fonticons, Inc. (https://fontawesome.com)with Reserved Font Name: Font Awesome.","https://www.npmjs.com/package/%40fortawesome%2Ffontawesome-free"
"nodejs","@fortawesome/fontawesome-svg-core","1.2.32","MIT","Copyright (c) 2023 Fonticons, Inc. (https://fontawesome.com)with Reserved Font Name: Font Awesome.","https://www.npmjs.com/package/%40fortawesome%2Ffontawesome-svg-core"
"nodejs","@fortawesome/free-solid-svg-icons","5.15.1","MIT","Copyright (c) 2023 Fonticons, Inc. (https://fontawesome.com)with Reserved Font Name: Font Awesome.","https://www.npmjs.com/package/%40fortawesome%2Ffree-solid-svg-icons"
"nodejs","@ng-bootstrap/ng-bootstrap","7.0.0","MIT","Copyright (c) 2015-2018 Angular ng-bootstrap team","https://www.npmjs.com/package/%40ng-bootstrap%2Fng-bootstrap"
"nodejs","@ng-idle/core","10.0.0-beta.1","Apache-2.0","Copyright 2016 Mike Grabski","https://www.npmjs.com/package/%40ng-idle%2Fcore"
"nodejs","@ngx-translate/core","12.1.2","MIT","Copyright (c) 2023 Olivier Combe","https://www.npmjs.com/package/%40ngx-translate%2Fcore"
"nodejs","@ngx-translate/http-loader","5.0.0","MIT","Copyright (c) 2018 Olivier Combe","https://www.npmjs.com/package/%40ngx-translate%2Fhttp-loader"
"nodejs","@sphinxxxx/color-conversion","2.2.2","ISC","Copyright 2017Released under the license./;","https://www.npmjs.com/package/%40sphinxxxx%2Fcolor-conversion"
"nodejs","@types/jquery","3.5.4","MIT","Copyrights are respective of each contributor listed at the beginning of each definition file","https://www.npmjs.com/package/%40types%2Fjquery"
"nodejs","@types/marked","4.3.1","MIT","Copyrights are respective of each contributor listed at the beginning of each definition file","https://www.npmjs.com/package/%40types%2Fmarked"
"nodejs","@types/sizzle","2.3.2","MIT","Copyrights are respective of each contributor listed at the beginning of each definition file","https://www.npmjs.com/package/%40types%2Fsizzle"
"nodejs","adler-32","1.3.0","Apache-2.0","Copyright (C) 2014-present   SheetJS LLC","https://www.npmjs.com/package/adler-32"
"nodejs","ajv","7.1.0","MIT","Copyright (c) 2015-2021 Evgeny Poberezkin","https://www.npmjs.com/package/ajv"
"nodejs","ajv-i18n","3.6.0","MIT","Copyright (c) 2015 Evgeny Poberezkin","https://www.npmjs.com/package/ajv-i18n"
"nodejs","ansi-regex","5.0.0","MIT","Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (https://sindresorhus.com)","https://www.npmjs.com/package/ansi-regex"
"nodejs","ansi-styles","4.3.0","MIT","Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (https://sindresorhus.com)","https://www.npmjs.com/package/ansi-styles"
"nodejs","apexcharts","3.27.1","MIT","Copyright (c) 2018 ApexCharts","https://www.npmjs.com/package/apexcharts"
"nodejs","atoa","1.0.0","MIT","Copyright Copyright 2015 Nicolas Bevacqua","https://www.npmjs.com/package/atoa"
"nodejs","autocompleter","6.1.3","MIT","Copyright (c) 2016 Denys Krasnoshchok","https://www.npmjs.com/package/autocompleter"
"nodejs","bootstrap","4.5.0","MIT","Copyright (c) 2011-2023 The Bootstrap Authors","https://www.npmjs.com/package/bootstrap"
"nodejs","bootstrap-italia","1.4.0","BSD-3-Clause","Copyright (c) 2022, the respective contributors, as shown by the AUTHORS file.","https://www.npmjs.com/package/bootstrap-italia"
"nodejs","bootstrap-select","1.13.17","MIT","Copyright (c) 2012-2018 SnapAppointments, LLC","https://www.npmjs.com/package/bootstrap-select"
"nodejs","bootswatch","4.6.0","MIT","Copyright (c) 2013 Thomas Park","https://www.npmjs.com/package/bootswatch"
"nodejs","browser-cookies","1.2.0","Unlicense","","https://www.npmjs.com/package/browser-cookies"
"nodejs","cfb","1.2.1","Apache-2.0","Copyright (C) 2013-present   SheetJS LLC","https://www.npmjs.com/package/cfb"
"nodejs","cliui","7.0.4","ISC","Copyright (c) 2015, Contributors","https://www.npmjs.com/package/cliui"
"nodejs","codepage","1.15.0","Apache-2.0","Copyright (C) 2013-present   SheetJS LLC","https://www.npmjs.com/package/codepage"
"nodejs","color-convert","2.0.1","MIT","Copyright (c) 2011-2016 Heather Arthur <fayearthur@gmail.com>.Copyright (c) 2016-2021 Josh Junon <josh@junon.me>.","https://www.npmjs.com/package/color-convert"
"nodejs","color-name","1.1.4","MIT","Copyright (c) 2015 Dmitry Ivanov","https://www.npmjs.com/package/color-name"
"nodejs","commander","8.3.0","MIT","Copyright (c) 2011 TJ Holowaychuk <tj@vision-media.ca>","https://www.npmjs.com/package/commander"
"nodejs","contra","1.9.4","MIT","Copyright Copyright 2014 Nicolas Bevacqua","https://www.npmjs.com/package/contra"
"nodejs","core-js","3.31.1","MIT","Copyright (c) 2014-2023 Denis Pushkarev","https://www.npmjs.com/package/core-js"
"nodejs","crc-32","1.2.1","Apache-2.0","Copyright (C) 2014-present   SheetJS LLC","https://www.npmjs.com/package/crc-32"
"nodejs","cross-spawn","6.0.5","MIT","Copyright (c) 2018 Made With MOXY Lda <hello@moxy.studio>","https://www.npmjs.com/package/cross-spawn"
"nodejs","crossvent","1.5.5","MIT","Copyright Copyright 2014 Nicolas Bevacqua","https://www.npmjs.com/package/crossvent"
"nodejs","custom-event-polyfill","1.0.7","MIT","Copyright (c) 2016 Evan Krambuhl","https://www.npmjs.com/package/custom-event-polyfill"
"nodejs","deep-equal","2.0.5","MIT","Copyright (c) 2012, 2013, 2014 James Halliday <mail@substack.net>, 2009 Thomas Robinson <280north.com>","https://www.npmjs.com/package/deep-equal"
"nodejs","detect-browser","4.8.0","MIT","Copyright (c) 2019 Damon Oehlman <damon.oehlman@gmail.com>","https://www.npmjs.com/package/detect-browser"
"nodejs","detect-file","1.0.0","MIT","Copyright (c) 2016-2017, Brian Woodward.","https://www.npmjs.com/package/detect-file"
"nodejs","dialog-polyfill","0.5.6","BSD-3-Clause","Copyright 2015 Google Inc. All rights reserved.","https://www.npmjs.com/package/dialog-polyfill"
"nodejs","dompurify","2.4.7","MPL-2.0,Apache-2.0","Copyright 2023 Dr.-Ing. Mario Heiderich, Cure53","https://www.npmjs.com/package/dompurify"
"nodejs","downloadjs","1.4.7","MIT","Copyright (c) 2016 dandavis","https://www.npmjs.com/package/downloadjs"
"nodejs","dragula","3.7.3","MIT","Copyright Copyright 2015-2016 Nicolas Bevacqua","https://www.npmjs.com/package/dragula"
"nodejs","emoji-regex","8.0.0","MIT","Copyright Mathias Bynens","https://www.npmjs.com/package/emoji-regex"
"nodejs","emoji-toolkit","6.0.1","MIT","","https://www.npmjs.com/package/emoji-toolkit"
"nodejs","exit-on-epipe","1.0.1","Apache-2.0","Copyright (C) 2015-present   SheetJS LLC","https://www.npmjs.com/package/exit-on-epipe"
"nodejs","expand-tilde","2.0.2","MIT","Copyright (c) 2015-2016, Jon Schlinkert.","https://www.npmjs.com/package/expand-tilde"
"nodejs","fast-deep-equal","2.0.1","MIT","Copyright (c) 2017 Evgeny Poberezkin","https://www.npmjs.com/package/fast-deep-equal"
"nodejs","fast-diff","1.2.0","Apache-2.0","Copyright 2014-2023 Jason Chen","https://www.npmjs.com/package/fast-diff"
"nodejs","fast-json-patch","2.2.1","MIT","Copyright (c) 2013, 2014, 2020 Joachim Wester","https://www.npmjs.com/package/fast-json-patch"
"nodejs","fetch-ponyfill","7.1.0","MIT","Copyright (c) 2017 Mark Stanley Everitt","https://www.npmjs.com/package/fetch-ponyfill"
"nodejs","file-saver","2.0.5","MIT","Copyright Copyright 2016 [Eli Grey][1].","https://www.npmjs.com/package/file-saver"
"nodejs","findup-sync","3.0.0","MIT","Copyright (c) 2013-2019, 2021 Ben Alman <cowboy@rj3.net>, Blaine Bublitz <blaine.bublitz@gmail.com>, and Eric Schoffstall <yo@contra.io>","https://www.npmjs.com/package/findup-sync"
"nodejs","flatpickr","4.6.13","MIT","Copyright (c) 2017 Gregory Petrosyan","https://www.npmjs.com/package/flatpickr"
"nodejs","formiojs","4.13.4","MIT","Copyright (c) 2018 Form.io","https://www.npmjs.com/package/formiojs"
"nodejs","frac","1.1.2","Apache-2.0","Copyright (C) 2012-present   SheetJS LLC","https://www.npmjs.com/package/frac"
"nodejs","fuse.js","3.6.1","Apache-2.0","Copyright 2017 Kirollos Risk","https://www.npmjs.com/package/fuse.js"
"nodejs","glob","7.1.2","ISC","Copyright (c) 2009-2023 Isaac Z. Schlueter and Contributors","https://www.npmjs.com/package/glob"
"nodejs","global-modules","1.0.0","MIT","Copyright (c) 2015-present, Jon Schlinkert.","https://www.npmjs.com/package/global-modules"
"nodejs","global-modules","2.0.0","MIT","Copyright (c) 2015-present, Jon Schlinkert.","https://www.npmjs.com/package/global-modules"
"nodejs","global-prefix","1.0.2","MIT","Copyright (c) 2015-present, Jon Schlinkert.","https://www.npmjs.com/package/global-prefix"
"nodejs","global-prefix","3.0.0","MIT","Copyright (c) 2015-present, Jon Schlinkert.","https://www.npmjs.com/package/global-prefix"
"nodejs","hamburgers","1.1.3","MIT","Copyright (c) 2016 Jonathan Suh <hello@jonsuh.com> (jonsuh.com)","https://www.npmjs.com/package/hamburgers"
"nodejs","homedir-polyfill","1.0.3","MIT","Copyright (c) 2016 Brian Woodward","https://www.npmjs.com/package/homedir-polyfill"
"nodejs","i18next","20.6.1","MIT","Copyright (c) 2023 i18next","https://www.npmjs.com/package/i18next"
"nodejs","idb","6.1.5","ISC","Copyright (c) 2016, Jake Archibald <jaffathecake@gmail.com>","https://www.npmjs.com/package/idb"
"nodejs","import-local","2.0.0","MIT","Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)","https://www.npmjs.com/package/import-local"
"nodejs","interpret","1.4.0","MIT","Copyright (c) 2014-2018, 2022 Tyler Kellen <tyler@sleekcode.net>, Blaine Bublitz <blaine.bublitz@gmail.com>, and Eric Schoffstall <yo@contra.io>","https://www.npmjs.com/package/interpret"
"nodejs","is-fullwidth-code-point","3.0.0","MIT","Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (https://sindresorhus.com)","https://www.npmjs.com/package/is-fullwidth-code-point"
"nodejs","is-windows","1.0.2","MIT","Copyright (c) 2015-2018, Jon Schlinkert.","https://www.npmjs.com/package/is-windows"
"nodejs","isarray","2.0.5","MIT","Copyright (c) 2013 Julian Gruber <julian@juliangruber.com>","https://www.npmjs.com/package/isarray"
"nodejs","ismobilejs","1.1.1","MIT","Copyright (c) 2019 Kai Mallea","https://www.npmjs.com/package/ismobilejs"
"nodejs","jquery","3.5.1","MIT","Copyright OpenJS Foundation and other contributors, https://openjsf.org/","https://www.npmjs.com/package/jquery"
"nodejs","json-logic-js","2.0.1","MIT","Copyright (c) 2015 Jeremy Wadhams","https://www.npmjs.com/package/json-logic-js"
"nodejs","json5","1.0.1","MIT","Copyright (c) 2012-2018 Aseem Kishore, and [others].","https://www.npmjs.com/package/json5"
"nodejs","jstimezonedetect","1.0.7","MIT","Copyright (c) Jon Nylander/","https://www.npmjs.com/package/jstimezonedetect"
"nodejs","jwt-decode","3.1.2","MIT","Copyright (c) 2015 Auth0, Inc. <support@auth0.com> (http://auth0.com)","https://www.npmjs.com/package/jwt-decode"
"nodejs","katex","0.13.24","MIT","Copyright (c) 2013-2020 Khan Academy and other contributors","https://www.npmjs.com/package/katex"
"nodejs","loader-utils","1.4.0","MIT","Copyright JS Foundation and other contributors","https://www.npmjs.com/package/loader-utils"
"nodejs","lodash-es","4.17.21","MIT","Copyright and related rights for sample code are waived via CC0. Samplecode is defined as all source code displayed within the prose of thedocumentation.","https://www.npmjs.com/package/lodash-es"
"nodejs","lodash.deburr","4.1.0","MIT","Copyright and related rights for sample code are waived via CC0. Samplecode is defined as all source code displayed within the prose of thedocumentation.","https://www.npmjs.com/package/lodash.deburr"
"nodejs","marked","4.3.0","MIT","Copyright (c) 2018+, MarkedJS (https://github.com/markedjs/)Copyright (c) 2011-2018, Christopher Jeffrey (https://github.com/chjj/)","https://www.npmjs.com/package/marked"
"nodejs","moment","2.29.4","MIT","Copyright (c) JS Foundation and other contributors","https://www.npmjs.com/package/moment"
"nodejs","moment-timezone","0.5.43","MIT","Copyright (c) JS Foundation and other contributors","https://www.npmjs.com/package/moment-timezone"
"nodejs","native-promise-only","0.8.1","MIT","","https://www.npmjs.com/package/native-promise-only"
"nodejs","ng-apexcharts","1.5.12","MIT","Copyright (c) 2019 ApexCharts","https://www.npmjs.com/package/ng-apexcharts"
"nodejs","ng-http-loader","7.0.0","MIT","Copyright (c) 2017-2023 mpalourdio","https://www.npmjs.com/package/ng-http-loader"
"nodejs","ngx-clipboard","14.0.1","MIT","Copyright (c) 2018 Sam Lin","https://www.npmjs.com/package/ngx-clipboard"
"nodejs","ngx-extended-pdf-viewer","7.0.0","Apache-2.0","Copyright Google Inc. All Rights Reserved.","https://www.npmjs.com/package/ngx-extended-pdf-viewer"
"nodejs","ngx-json-viewer","3.0.2","MIT","Copyright (c) 2022 Vivo Xu","https://www.npmjs.com/package/ngx-json-viewer"
"nodejs","ngx-logger","4.1.9","MIT","Copyright (c) 2018 David Fannin","https://www.npmjs.com/package/ngx-logger"
"nodejs","ngx-markdown","11.2.0","MIT","Copyright (c) 2017-2023 Jean-Francois Cere","https://www.npmjs.com/package/ngx-markdown"
"nodejs","ngx-red-zoom","0.5.0","MIT","Copyright (c) 2019 scompiler","https://www.npmjs.com/package/ngx-red-zoom"
"nodejs","ngx-timeago","1.0.4","MIT","Copyright (c) 2018 Vasilis Diakomanolis","https://www.npmjs.com/package/ngx-timeago"
"nodejs","ngx-toastr","13.0.0","MIT","Copyright (c) Scott Cooper <scttcper@gmail.com>","https://www.npmjs.com/package/ngx-toastr"
"nodejs","ngx-window-token","4.0.0","MIT","Copyright (c) 2016 Sam Lin","https://www.npmjs.com/package/ngx-window-token"
"nodejs","node-fetch","2.6.12","MIT","Copyright (c) 2016 - 2020 Node Fetch Team","https://www.npmjs.com/package/node-fetch"
"nodejs","owl.carousel","2.3.4","MIT","Copyright (c) 2014 OwlModified work Copyright 2016-2018 David Deutsch","https://www.npmjs.com/package/owl.carousel"
"nodejs","parchment","2.0.0-dev.2","BSD-3-Clause","Copyright (c) 2015-2021, Jason ChenCopyright (c) 2022, Slab, Inc.All rights reserved.","https://www.npmjs.com/package/parchment"
"nodejs","parse-passwd","1.0.0","MIT","Copyright (c) 2016 Brian Woodward","https://www.npmjs.com/package/parse-passwd"
"nodejs","parse5","5.1.1","MIT","Copyright (c) 2013-2019 Ivan Nikulin (ifaaan@gmail.com, https://github.com/inikulin)","https://www.npmjs.com/package/parse5"
"nodejs","popper.js","1.16.1","MIT","Copyright (c) 2021 Floating UI contributors","https://www.npmjs.com/package/popper.js"
"nodejs","printj","1.2.3","Apache-2.0","Copyright (C) 2016-present   SheetJS LLC","https://www.npmjs.com/package/printj"
"nodejs","printj","1.3.1","Apache-2.0","Copyright (C) 2016-present   SheetJS LLC","https://www.npmjs.com/package/printj"
"nodejs","prismjs","1.29.0","MIT","Copyright (c) 2012 Lea Verou","https://www.npmjs.com/package/prismjs"
"nodejs","quill","2.0.0-dev.4","BSD-3-Clause","Copyright (c) 2017, SlabCopyright (c) 2014, Jason ChenCopyright (c) 2013, salesforce.comAll rights reserved.","https://www.npmjs.com/package/quill"
"nodejs","quill-delta","4.2.1","MIT","Copyright (c) 2022, Slab, Inc.","https://www.npmjs.com/package/quill-delta"
"nodejs","redux","4.1.0","MIT","Copyright (c) 2015-present Dan Abramov","https://www.npmjs.com/package/redux"
"nodejs","regenerator-runtime","0.13.11","MIT","Copyright (c) 2014-present, Facebook, Inc.","https://www.npmjs.com/package/regenerator-runtime"
"nodejs","resize-observer-polyfill","1.5.1","MIT","Copyright (c) 2016 Denis Rul","https://www.npmjs.com/package/resize-observer-polyfill"
"nodejs","resolve-dir","1.0.1","MIT","Copyright (c) 2015-2016, Jon Schlinkert","https://www.npmjs.com/package/resolve-dir"
"nodejs","rxjs","6.5.5","Apache-2.0","Copyright (c) 2015-2018 Google, Inc., Netflix, Inc., Microsoft Corp. and contributors","https://www.npmjs.com/package/rxjs"
"nodejs","semver","5.7.1","ISC","Copyright (c) Isaac Z. Schlueter and Contributors","https://www.npmjs.com/package/semver"
"nodejs","signature_pad","2.3.2","MIT","Copyright (c) 2018 Szymon Nowak","https://www.npmjs.com/package/signature_pad"
